Station Name,City,State,ZIP,Status Code,Expected Date,Owner Type Code,Geocode Status,Latitude,Longitude,Facility Type,Restricted Access
PA PA CHARGER,Seattle,WA,98121,E,,,GPS,47.612154,-122.345283,,
202 WESTLAKE P1 STATION 01,Seattle,WA,98109,T,2022-09-09,,GPS,47.61997,-122.338026,,
BROADWAY BLDG STATION 1,Seattle,WA,98122,E,,,GPS,47.616001,-122.32028,,
600NINTH 600NINTH,Seattle,WA,98104,E,,,GPS,47.605888,-122.324733,,
VBG Seattle,Seattle,WA,98164,E,,,GPS,47.60578,-122.331858,,
KC AIRPORT KC AIRPORT 2,Seattle,WA,98108,E,,,GPS,47.536812,-122.303923,,
KING COUNTY DES KC FAUNTLEROY3,Seattle,WA,98136,E,,,GPS,47.523218,-122.393376,,
KING COUNTY DES KC FAUNTLEROY2,Seattle,WA,98136,E,,,GPS,47.523056,-122.395735,,
INSIGNIA 953 150 151N,Seattle,WA,98164,E,,,GPS,47.606202,-122.33208,,
INSIGNIA 953 144 145N,Seattle,WA,98104,E,,,GPS,47.606184,-122.332135,,
Tellus on Dexter Apartments,Seattle,WA,98109,E,,,GPS,47.622505,-122.34279,,
Leilani on Greenwood,Seattle,WA,98133,T,2023-03-16,,GPS,47.7030756,-122.3556774,,
2+U,Seattle,WA,98101,E,,P,GPS,47.606659,-122.337363,PAY_GARAGE,False
SAFECO PLAZA SAFECO PLAZA #2,Seattle,WA,98154,E,,,GPS,47.606218,-122.333842,,
RPNW PSP-COBB #1,Seattle,WA,98101,T,2022-09-09,,GPS,47.608712,-122.336058,,
400 DEXTER AVE 400 DEXTER #2,Seattle,WA,98109,E,,,GPS,47.622329,-122.342153,,
VM CHARGERS VIRGINIA MASON3,Seattle,WA,98101,E,,,GPS,47.609553,-122.326337,,
VM CHARGERS VIRGINIA MASON1,Seattle,WA,98101,E,,,GPS,47.609501,-122.326457,,
MADISON GARAGE MADISON GARAGE1,Seattle,WA,98104,E,,,GPS,47.61008,-122.322151,,
INSIGNIA 953 97 98,Seattle,WA,98121,E,,,GPS,47.616729,-122.342786,,
INSIGNIA 953 214 215,Seattle,WA,98121,E,,,GPS,47.616629,-122.342611,,
INSIGNIA 953 136 137,Seattle,WA,98121,E,,,GPS,47.616703,-122.342746,,
INSIGNIA 953 95 96,Seattle,WA,98121,E,,,GPS,47.616701,-122.342813,,
INSIGNIA 953 134 135,Seattle,WA,98121,E,,,GPS,47.616676,-122.342772,,
INSIGNIA 953 180 181,Seattle,WA,98121,E,,,GPS,47.616608,-122.342771,,
INSIGNIA 953 174 175,Seattle,WA,98121,E,,,GPS,47.616642,-122.34273,,
INSIGNIA 953 142 143,Seattle,WA,98121,E,,,GPS,47.616646,-122.3428,,
INSIGNIA 953 178 179,Seattle,WA,98121,E,,,GPS,47.61659,-122.342801,,
INSIGNIA 953 212 213,Seattle,WA,98121,E,,,GPS,47.616588,-122.342651,,
INSIGNIA 953 218 219,Seattle,WA,98121,E,,,GPS,47.616537,-122.342701,,
INSIGNIA 953 140 141,Seattle,WA,98121,E,,,GPS,47.616616,-122.342831,,
INSIGNIA 953 103 104,Seattle,WA,98121,E,,,GPS,47.616679,-122.342837,,
INSIGNIA 953 101 102,Seattle,WA,98121,E,,,GPS,47.616655,-122.34286,,
RPNW IBM #2,Seattle,WA,98101,T,2024-01-19,,GPS,47.608601,-122.333012,,
KING COUNTY DES KSC STATION #6,Seattle,WA,98104,E,,,GPS,47.598754,-122.331002,,
KING COUNTY DES KSC STATION #7,Seattle,WA,98104,E,,,GPS,47.598758,-122.330972,,
KING COUNTY DES KSC STATION #3,Seattle,WA,98104,E,,,GPS,47.59856,-122.330929,,
KING COUNTY DES KSC STATION #2,Seattle,WA,98104,E,,,GPS,47.59855,-122.331009,,
KING COUNTY DES KSC STATION #4,Seattle,WA,98104,E,,,GPS,47.598665,-122.330941,,
RPNW FC #2,Seattle,WA,98101,T,2024-01-19,,GPS,47.60803,-122.335262,,
1101 WESTLAKE 1101 #1,Seattle,WA,98109,E,,,GPS,47.628886,-122.341407,,
UWMC SURGERY STATION 1,Seattle,WA,98195,E,,,GPS,47.64991,-122.307373,,
BMGF BMGF EV 01,Seattle,WA,98109,E,,,GPS,47.623464,-122.345818,,
INSIGNIA 953 190 191N,Seattle,WA,98121,E,,,GPS,47.616928,-122.343611,,
T-MOBILE PARK ICHIRO,Seattle,WA,98134,E,,,GPS,47.589652,-122.332938,,
T-MOBILE PARK FELIX,Seattle,WA,98134,E,,,GPS,47.589803,-122.332999,,
T-MOBILE PARK EDGAR,Seattle,WA,98134,E,,,GPS,47.589701,-122.332937,,
188 BLAINE ATRIUM2,Seattle,WA,98102,E,,,GPS,47.635115,-122.325799,,
SCH CURE P2 #3,Seattle,WA,98101,E,,,GPS,47.616886,-122.334045,,
SCH CURE P2 #4,Seattle,WA,98101,E,,,GPS,47.616932,-122.33399,,
DUAL EV STATION 3,Seattle,WA,98105,E,,,GPS,47.66392,-122.300272,,
DUAL EV STATION 4,Seattle,WA,98105,E,,,GPS,47.663931,-122.300224,,
DUAL EV STATION 2,Seattle,WA,98105,E,,,GPS,47.663935,-122.300285,,
DUAL EV STATION 1,Seattle,WA,98105,E,,,GPS,47.663975,-122.300272,,
202 WESTLAKE P2 STATION 01,Seattle,WA,98109,T,2022-09-09,,GPS,47.62002,-122.338144,,
KC AIRPORT KC AIRPORT 1,Seattle,WA,98108,E,,,GPS,47.53681,-122.303923,,
KING COUNTY DES KC FAUNTLEROY1,Seattle,WA,98136,E,,,GPS,47.523232,-122.393365,,
INSIGNIA 953 146 147N,Seattle,WA,98164,E,,,GPS,47.606191,-122.3321,,
INSIGNIA 953 228 229N,Seattle,WA,98164,E,,,GPS,47.606129,-122.332106,,
INSIGNIA 953 192 193N,Seattle,WA,98164,E,,,GPS,47.606171,-122.332083,,
INSIGNIA 953 152 153N,Seattle,WA,98164,E,,,GPS,47.606211,-122.332055,,
INSIGNIA 953 226 227N,Seattle,WA,98164,E,,,GPS,47.606119,-122.332135,,
INSIGNIA 953 186 187N,Seattle,WA,98164,E,,,GPS,47.60614,-122.332163,,
INSIGNIA 953 232 233N,Seattle,WA,98164,E,,,GPS,47.606148,-122.332065,,
INSIGNIA 953 234N,Seattle,WA,98164,E,,,GPS,47.606155,-122.332037,,
INSIGNIA 953 185N,Seattle,WA,98164,E,,,GPS,47.606126,-122.332195,,
INSIGNIA 953 194N,Seattle,WA,98164,E,,,GPS,47.606182,-122.33206,,
INSIGNIA 953 225N,Seattle,WA,98164,E,,,GPS,47.606111,-122.332163,,
INSIGNIA 953 143N,Seattle,WA,98104,E,,,GPS,47.606162,-122.332173,,
INSIGNIA 953 188 189N,Seattle,WA,98104,E,,,GPS,47.606153,-122.332134,,
188 BLAINE ATRIUM #1,Seattle,WA,98102,E,,,GPS,47.635108,-122.325721,,
ALLEN INSTITUTE NORTH,Seattle,WA,98109,E,,,GPS,47.625256,-122.339032,,
"Walgreens - Seattle, WA #6389",Seattle,WA,98117,T,2023-12-27,,GPS,47.6906401,-122.3767497,,
Viva Apartment Homes,Seattle,WA,98122,T,2022-09-09,,GPS,47.6129188,-122.31797319999998,,
UP EV STATION STATION 1,Seattle,WA,98105,E,,,GPS,47.662815,-122.31902,,
Alley 24 East,Seattle,WA,98109,E,,,GPS,47.620214,-122.330658,,
SAINT MARK'S SAINT MARKS,Seattle,WA,98102,E,,,GPS,47.63173,-122.32099,,
Safeway Market Street,Seattle,WA,98107,E,,,GPS,47.6683535,-122.3749615,,False
Harvard Market,Seattle,WA,98122,E,,,GPS,47.613498,-122.320931,,
DC CORRIDOR ZOO OTTER L2-S1,Seattle,WA,98103,E,,,GPS,47.670285,-122.353765,,
DC CORRIDOR ZOO OTTER L2-D2,Seattle,WA,98103,E,,,GPS,47.670287,-122.353696,,
DC CORRIDOR ZOO OTTER L2-D1,Seattle,WA,98103,E,,,GPS,47.670292,-122.353627,,
North Building,Seattle,WA,98133,T,2023-09-11,,GPS,47.703632,-122.3565066,,
SMT Garage -700 5th Ave Seattle,Seattle,WA,98104,E,,,GPS,47.60521,-122.32972,,
SMT Garage - 700 5th Ave Seattle- DC Fast Charger,Seattle,WA,98104,E,,,GPS,47.62606,-122.349,,
SEA41 SEA41 - 1,Seattle,WA,98121,E,,,GPS,47.616243,-122.340257,,
AMZ SEA40 - 5,Seattle,WA,98121,E,,,GPS,47.615052,-122.338336,,
AMZ SEA40 - 6,Seattle,WA,98121,E,,,GPS,47.614986,-122.338444,,
AMZ SEA40 - 3,Seattle,WA,98121,E,,,GPS,47.61554,-122.338778,,
AMZ SEA40 - 4,Seattle,WA,98121,E,,,GPS,47.615059,-122.338454,,
AMZ SEA40 - 2,Seattle,WA,98121,E,,,GPS,47.615399,-122.338834,,
AMZ SEA40 - 1,Seattle,WA,98121,E,,,GPS,47.615489,-122.338786,,
SEA41 SEA41 - 4,Seattle,WA,98121,E,,,GPS,47.616253,-122.340184,,
SEA41 SEA41 - 3,Seattle,WA,98121,E,,,GPS,47.616246,-122.340184,,
SEA41 SEA41 - 6,Seattle,WA,98121,E,,,GPS,47.616231,-122.340205,,
SEA41 SEA41 - 2,Seattle,WA,98121,E,,,GPS,47.616129,-122.340052,,
SEA41 SEA41 - 5,Seattle,WA,98121,E,,,GPS,47.616224,-122.340227,,
AMZ SEA25.26 - 1,Seattle,WA,98109,E,,,GPS,47.623336,-122.336584,,
AMZ SEA25.26 - 2,Seattle,WA,98109,E,,,GPS,47.62334,-122.336589,,
AMZ SEA25.26 3,Seattle,WA,98109,E,,,GPS,47.623333,-122.336648,,
AMZ SEA25.26 - 4,Seattle,WA,98109,E,,,GPS,47.623327,-122.336677,,
AMZ SEA24 01,Seattle,WA,98109,E,,,GPS,47.623442,-122.335352,,
AMZ SEA24 02,Seattle,WA,98109,E,,,GPS,47.623537,-122.335474,,
AMZ SEA20-22 001,Seattle,WA,98109,E,,,GPS,47.622775,-122.336355,,
AMZ SEA20-22 002,Seattle,WA,98109,E,,,GPS,47.622775,-122.336346,,
AMZ SEA20-22 004,Seattle,WA,98109,E,,,GPS,47.623027,-122.3365,,
AMZ SEA20-22 003,Seattle,WA,98109,E,,,GPS,47.623014,-122.336611,,
AMZ SEA27-28 P4 001,Seattle,WA,98109,E,,,GPS,47.621746,-122.336402,,
AMZ SEA27-28 P4 002,Seattle,WA,98109,E,,,GPS,47.621821,-122.33637,,
AMZ SEA27 28 P4 003,Seattle,WA,98109,E,,,GPS,47.621851,-122.336423,,
AMZ SEA29 - 1,Seattle,WA,98109,E,,,GPS,47.620496,-122.33622,,
AMZ SEA29 - 2,Seattle,WA,98109,E,,,GPS,47.620275,-122.336253,,
AMZ SEA29 - 4,Seattle,WA,98109,E,,,GPS,47.620392,-122.336265,,
AMZ SEA29 - 3,Seattle,WA,98109,E,,,GPS,47.620267,-122.336259,,
AMZ SEA29 - 5,Seattle,WA,98109,E,,,GPS,47.62036,-122.336252,,
AMZ SEA23 P1 001,Seattle,WA,98109,E,,,GPS,47.623967,-122.337695,,
AMZ SEA42 - 7,Seattle,WA,98121,E,,,GPS,47.61664,-122.338877,,
AMZ SEA42 - 1,Seattle,WA,98121,E,,,GPS,47.61669,-122.338963,,
AMZ SEA42 - 9,Seattle,WA,98121,E,,,GPS,47.616677,-122.339024,,
AMZ SEA42 - 8,Seattle,WA,98121,E,,,GPS,47.616684,-122.339013,,
AMZ SEA42 - 3,Seattle,WA,98121,E,,,GPS,47.616676,-122.338931,,
AMZ SEA42 - 4,Seattle,WA,98121,E,,,GPS,47.61669,-122.338985,,
AMZ SEA42 - 10,Seattle,WA,98121,E,,,GPS,47.616684,-122.33897,,
AMZ SEA42 - 2,Seattle,WA,98121,E,,,GPS,47.616712,-122.33907,,
AMZ SEA42 - 6,Seattle,WA,98121,E,,,GPS,47.616632,-122.338942,,
AMZ SEA42 - 5,Seattle,WA,98121,E,,,GPS,47.616654,-122.338888,,
AMZ SEA43 - 5,Seattle,WA,98121,E,,,GPS,47.61751,-122.340955,,
AMZ SEA43 - 2,Seattle,WA,98121,E,,,GPS,47.617453,-122.341014,,
AMZ SEA43 - 7,Seattle,WA,98121,E,,,GPS,47.61751,-122.34093,,
AMZ SEA43 - 6,Seattle,WA,98121,E,,,GPS,47.617528,-122.340928,,
AMZ SEA43 - 3,Seattle,WA,98121,E,,,GPS,47.617473,-122.340993,,
AMZ SEA43 - 4,Seattle,WA,98121,E,,,GPS,47.617495,-122.340974,,
AMZ SEA43 - 1,Seattle,WA,98121,E,,,GPS,47.617429,-122.341037,,
AMZ SEA44 - 2,Seattle,WA,98121,E,,,GPS,47.617264,-122.340534,,
AMZ SEA44 - 3,Seattle,WA,98121,E,,,GPS,47.617287,-122.340505,,
AMZ SEA44 - 4,Seattle,WA,98121,E,,,GPS,47.617307,-122.340479,,
AMZ SEA44 - 1,Seattle,WA,98121,E,,,GPS,47.617228,-122.340588,,
The Century Apartments - Retail Parking,Seattle,WA,98109,E,,,GPS,47.618918,-122.346874,,
The Century Apartments - Residential Parking,Seattle,WA,98109,T,2024-04-12,,GPS,47.619488,-122.346886,,
HUB Garage,Seattle,WA,98188,E,,,GPS,47.43001676,-122.2961501,,
Cochran Main Office,Seattle,WA,98133,T,2023-09-11,,GPS,47.7199844,-122.3440925,,
Troy Block (Stations Not Installed),Seattle,WA,98109,T,2023-09-11,,GPS,47.6212213,-122.3353408,,
Pike Motorworks,Seattle,WA,98122,T,2023-09-11,,GPS,47.6147668,-122.3226291,,
431602 : Kinects Tower - 1823 Minor Avenue,Seattle,WA,98101,E,,,GPS,47.6171782,-122.3313731,,
1600 Seventh,Seattle,WA,98191,E,,,GPS,47.6132353,-122.3344034,,
Queen Anne Square,Seattle,WA,98119,E,,,GPS,47.6246042,-122.35931820000002,,
Washington State Convention Center Parking Garage,Seattle,WA,98101,E,,,GPS,47.611378281765,-122.3314401402,,
531616 - Marion & Minor Garage,Seattle,WA,98104,E,,,GPS,47.6091997,-122.3241094,,
450 Alaskan Garage,Seattle,WA,98104,E,,,GPS,47.5987016,-122.3351902,,
"Port of Seattle, Fishermen\'s Terminal, West Wall BLDG",Seattle,WA,98199,E,,,GPS,47.65588111,-122.3827633,,
531613 - 1000-1100 Dexter Avenue N,Seattle,WA,98109,E,,,GPS,47.6283848,-122.3418983,,
Sidneysea LLC - Brazil,Seattle,WA,98109,E,,,GPS,47.6228746,-122.3394194,,
505 First Garage,Seattle,WA,98104,E,,,GPS,47.5974244,-122.3347174,,
1007 Stewart Street/ service decline,Seattle,WA,98101,E,,,GPS,47.6163395,-122.3330877,,
"531603: 701 Pike Street (Seattle), LLC",Seattle,WA,98101,E,,,GPS,47.6035183,-122.3329014,,
Starbucks Center Main Parking Lot,Seattle,WA,98134,E,,,GPS,47.581142,-122.3357333,,
The Corydon,Seattle,WA,98105,E,,,GPS,47.618848,-122.3467506,,
Waterfront Place,Seattle,WA,98104,E,,,GPS,47.6044756,-122.3378981,,
"Walgreens - Seattle, WA #4898",Seattle,WA,98126,T,2024-04-04,,GPS,47.5454638,-122.3764102,,
CPA STATION 10,Seattle,WA,98109,E,,,GPS,47.621409,-122.353711,,
CPA STATION 4,Seattle,WA,98109,E,,,GPS,47.621311,-122.353622,,
CPA STATION 3,Seattle,WA,98109,E,,,GPS,47.621313,-122.353652,,
CPA STATION 12,Seattle,WA,98109,E,,,GPS,47.621413,-122.353638,,
CPA STATION 8,Seattle,WA,98109,E,,,GPS,47.621376,-122.353648,,
CPA STATION 11,Seattle,WA,98109,E,,,GPS,47.621411,-122.353676,,
CPA STATION 1,Seattle,WA,98109,T,2022-09-09,,GPS,47.62131,-122.353703,,
CPA STATION 5,Seattle,WA,98109,E,,,GPS,47.621312,-122.353589,,
CPA STATION 7,Seattle,WA,98109,E,,,GPS,47.621377,-122.353675,,
CPA STATION 6,Seattle,WA,98109,E,,,GPS,47.621377,-122.353708,,
CPA STATION 2,Seattle,WA,98109,E,,,GPS,47.621309,-122.353679,,
CPA STATION 9,Seattle,WA,98109,E,,,GPS,47.621378,-122.35362,,
THE OLIVIAN OLIVIAN #1,Seattle,WA,98101,E,,,GPS,47.614104,-122.33319,,
THE OLIVIAN OLIVIAN #2,Seattle,WA,98101,E,,,GPS,47.614112,-122.333147,,
1111 THIRD AVE SENECA GARAGE 1,Seattle,WA,98104,E,,,GPS,47.606279,-122.335205,,
THE MORROW APTS STATION 1,Seattle,WA,98103,E,,,GPS,47.691832,-122.35681,,
THE MORROW APTS STATION 2,Seattle,WA,98103,E,,,GPS,47.69158,-122.356266,,
1616 EASTLAKE ARE 1616 #1,Seattle,WA,98102,E,,,GPS,47.634438,-122.324583,,
4th & Madison,Seattle,WA,98104,E,,,GPS,47.605192,-122.33285,,
BUTLER GARAGE BUTLER EV #1,Seattle,WA,98104,E,,,GPS,47.602544,-122.33301,,
BUTLER GARAGE BUTLER EV #2,Seattle,WA,98104,E,,,GPS,47.602553,-122.332883,,
"Walgreens - Seattle, WA #6259 P894",Seattle,WA,98106,T,2023-10-19,,GPS,47.517917,-122.354531,,
City of Seattle 1010 8th Ave,Seattle,WA,98134,E,,,GPS,47.593975,-122.324221,,
REN DENNY CTR1,Seattle,WA,98121,E,,,GPS,47.618226,-122.333907,,
REN DENNY CTR2,Seattle,WA,98121,E,,,GPS,47.61823,-122.33392,,
REN DENNY CTR3,Seattle,WA,98121,E,,,GPS,47.618233,-122.33391,,
REN DENNY CTR4,Seattle,WA,98121,E,,,GPS,47.618223,-122.334017,,
REN DENNY CTR5,Seattle,WA,98121,E,,,GPS,47.618246,-122.333948,,
REN DENNY CTR6,Seattle,WA,98121,E,,,GPS,47.618237,-122.33389,,
REN DENNY CTR7,Seattle,WA,98121,E,,,GPS,47.618244,-122.33387,,
REN DENNY CTR8,Seattle,WA,98121,E,,,GPS,47.61824,-122.333855,,
525 NORTHGATE RETAIL #2,Seattle,WA,98125,E,,,GPS,47.707867,-122.321702,,
Ballard Flats,Seattle,WA,98107,E,,,GPS,47.6743748,-122.3878536,,
Port of Seattle - Shilshole Bay Marina South Lot,Seattle,WA,98117,E,,,GPS,47.6807529,-122.4047949,,
City Investors XXIII LLC,Seattle,WA,98104,T,2023-09-11,,GPS,47.5975217,-122.3276786,,
Hampton Inn Seattle Airport,Seattle,WA,98188,T,2023-02-27,,GPS,47.4274546,-122.2958586,,
DC CORRIDOR SO SEA COL L2-B,Seattle,WA,98106,T,2023-12-16,,GPS,47.546287,-122.351925,,
5TH BELL SEA STATION1,Seattle,WA,98121,T,2023-11-01,,GPS,47.615891,-122.343135,,
5TH BELL SEA STATION2,Seattle,WA,98121,T,2023-11-01,,GPS,47.61588,-122.343138,,
DC CORRIDOR SCC GTOWN L2-2,Seattle,WA,98108,E,,,GPS,47.542318,-122.32446,,
525 NORTHGATE RESIDENTIAL #2,Seattle,WA,98125,E,,,GPS,47.70779,-122.321726,,
525 NORTHGATE RESIDENTIAL #1,Seattle,WA,98125,E,,,GPS,47.707814,-122.321637,,
PRISM STATIONS PRISM STATION 2,Seattle,WA,98125,E,,,GPS,47.706929,-122.320888,,
PRISM STATIONS PRISM STATION 1,Seattle,WA,98125,E,,,GPS,47.706948,-122.320856,,
DC CORRIDOR SO SEA COL L2-A,Seattle,WA,98106,T,2023-12-14,,GPS,47.546291,-122.351988,,
Array Apartments,Seattle,WA,98125,E,,,GPS,47.731273,-122.293062,,
DC CORRIDOR SCC GTOWN L2-1,Seattle,WA,98108,E,,,GPS,47.542276,-122.324533,,
BMGF BMGF EV 06,Seattle,WA,98109,E,,,GPS,47.623302,-122.345789,,
BMGF BMGF EV 03,Seattle,WA,98109,E,,,GPS,47.623345,-122.345853,,
BMGF BMGF EV 05,Seattle,WA,98109,E,,,GPS,47.623274,-122.345984,,
BMGF BMGF EV 04,Seattle,WA,98109,E,,,GPS,47.623307,-122.345933,,
BMGF BMGF EV 08,Seattle,WA,98109,E,,,GPS,47.623224,-122.345917,,
BMGF BMGF EV 07,Seattle,WA,98109,E,,,GPS,47.62326,-122.345845,,
Stadium Place,Seattle,WA,98134,E,,,GPS,47.5977415,-122.3329233,,
The Lyric,Seattle,WA,98102,E,,,GPS,47.6206301,-122.3198568,,
KING COUNTY DES GOAT HILL #2,Seattle,WA,98104,T,2022-09-09,,GPS,47.603058,-122.327446,,
KING COUNTY DES GOAT HILL #3,Seattle,WA,98104,T,2022-09-09,,GPS,47.603016,-122.3274,,
KING COUNTY DES GOAT HILL #1,Seattle,WA,98104,T,2022-09-09,,GPS,47.6031,-122.327484,,
KING COUNTY DES GOAT HILL #6,Seattle,WA,98104,T,2022-09-09,,GPS,47.603149,-122.327507,,
KING COUNTY DES GOAT HILL #4,Seattle,WA,98104,T,2022-09-09,,GPS,47.602955,-122.327339,,
KING COUNTY DES GOAT HILL #5,Seattle,WA,98104,T,2022-09-09,,GPS,47.603241,-122.327568,,
Hotel Monaco Seattle,Seattle,WA,98101,T,2023-09-11,,GPS,47.607141,-122.333917,,
EUF GARAGE EUF STATION 2,Seattle,WA,98119,E,,,GPS,47.621304,-122.357684,,
First Hill Medical Pavillion,Seattle,WA,98104,T,2023-02-27,,GPS,47.6086439,-122.3236997,,
Lexington,Seattle,WA,98104,T,2022-09-09,,GPS,47.6065736,-122.3230702,,
PIKE PLACE STALL #895 #894,Seattle,WA,98101,E,,,GPS,47.609487,-122.342908,,
LAWRENCE LOFTS LL COMMERCIAL,Seattle,WA,98122,T,2023-09-15,,GPS,47.616857,-122.307818,,
2600 Elliott Garage,Seattle,WA,98121,E,,,GPS,47.614387,-122.35162200000002,,
Pike Place Market,Seattle,WA,98101,T,2022-09-14,,GPS,47.6094628,-122.3428431,,
Mason & Main,Seattle,WA,98144,E,,,GPS,47.6004833,-122.31738,,
Harborview Medical Center,Seattle,WA,98104,E,,,GPS,47.605477,-122.323427,,
REI,Seattle,WA,98109,E,,,GPS,47.62066,-122.32952,,
Northgate Mall,Seattle,WA,98125,T,2024-04-13,,GPS,47.7033,-122.32519,,
Modera First Hill,Seattle,WA,98144,T,2022-09-28,,GPS,47.6013484,-122.3179139,,
"ARE-Seattle No. 12, LLC",Seattle,WA,98109,E,,P,200-8,47.25033,-122.18104,PARKING_GARAGE,False
Hilton Seattle Airport,Seattle,WA,98188,E,,,GPS,47.444398,-122.29516,,
SEA41 SEA41-7,Seattle,WA,98121,E,,,GPS,47.616076,-122.339828,,
SEA41 SEA41-10,Seattle,WA,98121,E,,,GPS,47.616069,-122.339836,,
SEA41 SEA41-9,Seattle,WA,98121,E,,,GPS,47.616081,-122.339836,,
SEA41 SEA41-21,Seattle,WA,98121,E,,,GPS,47.616062,-122.339797,,
SEA41 SEA41-22,Seattle,WA,98121,E,,,GPS,47.616069,-122.339786,,
SEA41 SEA41-23,Seattle,WA,98121,E,,,GPS,47.616069,-122.339818,,
SEA41 SEA41-17,Seattle,WA,98121,E,,,GPS,47.616026,-122.339818,,
SEA41 SEA41-16,Seattle,WA,98121,E,,,GPS,47.616069,-122.339882,,
SEA41 SEA41-24,Seattle,WA,98121,E,,,GPS,47.616062,-122.339845,,
SEA41 SEA41-19,Seattle,WA,98121,E,,,GPS,47.616055,-122.339829,,
SEA41 SEA41-20,Seattle,WA,98121,E,,,GPS,47.616055,-122.33985,,
SEA41 SEA41-12,Seattle,WA,98121,E,,,GPS,47.616071,-122.339854,,
SEA41 SEA41-11,Seattle,WA,98121,E,,,GPS,47.616083,-122.33985,,
SEA41 SEA41-14,Seattle,WA,98121,E,,,GPS,47.616082,-122.339821,,
SEA41 SEA41-15,Seattle,WA,98121,T,2023-10-14,,GPS,47.616076,-122.339754,,
AMZ SEA42-17,Seattle,WA,98119,E,,,GPS,47.616259,-122.338853,,
AMZ SEA42-15,Seattle,WA,98119,E,,,GPS,47.616265,-122.338863,,
AMZ SEA42-16,Seattle,WA,98119,E,,,GPS,47.616277,-122.338872,,
AMZ SEA42-18,Seattle,WA,98119,E,,,GPS,47.616259,-122.338839,,
AMZ SEA42-13,Seattle,WA,98119,E,,,GPS,47.616276,-122.338848,,
AMZ SEA42-12,Seattle,WA,98119,E,,,GPS,47.616271,-122.338868,,
AMZ SEA42-14,Seattle,WA,98119,E,,,GPS,47.61628,-122.338861,,
SEA41 SEA41-8,Seattle,WA,98121,E,,,GPS,47.616076,-122.339844,,
SEA41 SEA41-13,Seattle,WA,98121,E,,,GPS,47.61607,-122.339824,,
AMZ SEA40-7,Seattle,WA,98121,E,,,GPS,47.615307,-122.338225,,
AMZ SEA40-9,Seattle,WA,98121,E,,,GPS,47.615314,-122.338234,,
AMZ SEA40-13,Seattle,WA,98121,E,,,GPS,47.61532,-122.338246,,
AMZ SEA40-11,Seattle,WA,98121,E,,,GPS,47.615305,-122.338215,,
AMZ SEA40-10,Seattle,WA,98121,E,,,GPS,47.615303,-122.338242,,
AMZ SEA40-8,Seattle,WA,98121,E,,,GPS,47.615311,-122.338245,,
AMZ SEA40-12,Seattle,WA,98121,E,,,GPS,47.615297,-122.338221,,
AMZ SEA44-5,Seattle,WA,98121,E,,,GPS,47.616662,-122.340786,,
AMZ SEA44-7,Seattle,WA,98121,E,,,GPS,47.616653,-122.340794,,
AMZ SEA44-6,Seattle,WA,98121,E,,,GPS,47.616663,-122.340804,,
AMZ SEA44-9,Seattle,WA,98121,E,,,GPS,47.616663,-122.340794,,
Lumen Field Parking Garage,Seattle,WA,98104,E,,P,GPS,47.5926384626354,-122.330869270063,PARKING_GARAGE,False
Puget Sound Solar,Seattle,WA,98144,E,,P,GPS,47.5955737030563,-122.311841805333,PARKING_LOT,False
800 Fifth Avenue Parking Garage,Seattle,WA,98104,E,,P,GPS,47.6054544002366,-122.330085418863,PARKING_GARAGE,False
US Bank Center Garage,Seattle,WA,98101,E,,P,GPS,47.610826048907,-122.334346934116,PARKING_GARAGE,False
Stone Way N Parking Garage,Seattle,WA,98103,E,,P,GPS,47.6492281351155,-122.342061617054,PARKING_GARAGE,False
University of Washington - Parking Area W40,Seattle,WA,98105,E,,P,GPS,47.6548806651459,-122.319211227533,PARKING_LOT,False
University of Washington - Parking Lot N22,Seattle,WA,98195,E,,P,GPS,47.6560149395404,-122.305003488076,PARKING_LOT,False
Union Bay Plaza,Seattle,WA,98105,E,,P,GPS,47.6619766883491,-122.293346008603,PARKING_LOT,False
BIOMED REALTY DEXTER YARD-S1,Seattle,WA,98109,E,,,GPS,47.625629,-122.342054,,
BIOMED REALTY DEXTER YARD-S4,Seattle,WA,98109,E,,,GPS,47.625821,-122.342051,,
1800 Ninth Building,Seattle,WA,98101,E,,,GPS,47.615249,-122.3332564,,
The Alexis Royal Sonesta Hotel Seattle,Seattle,WA,98104,E,,,GPS,47.604891,-122.336815,,
Columbia Center Tower,Seattle,WA,98104,E,,,GPS,47.604817,-122.330568,,
KING COUNTY DES SAFETY TRAIN 2,Seattle,WA,98118,E,,,GPS,47.512,-122.28809,,
KING COUNTY DES SAFETY TRAIN 3,Seattle,WA,98118,E,,,GPS,47.511906,-122.2884,,
KING COUNTY DES SAFETY TRAIN 4,Seattle,WA,98118,E,,,GPS,47.51099,-122.29256,,
521603_Pike Tower,Seattle,WA,98101,E,,,GPS,47.611198,-122.334788,,
"Walgreens at 4412 Rainier Ave, Seattle",Seattle,WA,98118,E,,,GPS,47.563966,-122.287468,,
Safeway 4011 S 164th,Seattle,WA,98188,E,,,GPS,47.45568,-122.281965,,
SCC SUMMIT SCC SUMMIT #1,Seattle,WA,98101,E,,,GPS,47.615003,-122.331809,,
SCC SUMMIT SCC SUMMIT #3,Seattle,WA,98101,E,,,GPS,47.61488,-122.331476,,
SCC SUMMIT SCC SUMMIT #2,Seattle,WA,98101,E,,,GPS,47.614938,-122.331583,,
